,class 1,class 2,class 3,class 4,class
3615,I,N,T,P,INTP
3616,I,N,T,J,INTJ
3617,I,N,T,J,INTJ
3618,I,N,T,J,INTJ
3619,I,S,T,P,ISTP
3620,E,N,T,P,ENTP
3621,I,N,T,P,INTP
3622,I,N,T,J,INTJ
3623,I,N,T,P,INTP
3624,I,S,F,P,ISFP
3625,E,N,T,J,ENTJ
3626,E,N,F,P,ENFP
3627,E,N,T,J,ENTJ
3628,E,N,T,P,ENTP
3629,I,N,F,J,INFJ
3630,I,N,F,P,INFP
3631,E,N,T,P,ENTP
3632,I,S,T,P,ISTP
3633,E,N,F,P,ENFP
3634,I,N,F,J,INFJ
3635,I,S,T,J,ISTJ
3636,I,N,F,P,INFP
3637,E,N,F,P,ENFP
3638,E,N,T,P,ENTP
3639,I,N,F,J,INFJ
3640,E,N,F,J,ENFJ
3641,I,S,T,J,ISTJ
3642,I,N,T,J,INTJ
3643,I,N,F,J,INFJ
3644,I,N,T,P,INTP
3645,I,N,F,P,INFP
3646,I,N,T,P,INTP
3647,E,N,T,J,ENTJ
3648,I,S,F,J,ISFJ
3649,I,S,F,P,ISFP
3650,I,S,F,J,ISFJ
3651,I,N,T,J,INTJ
3652,I,N,F,J,INFJ
3653,E,N,T,P,ENTP
3654,I,N,F,J,INFJ
3655,I,N,F,J,INFJ
3656,E,N,T,P,ENTP
3657,I,N,F,J,INFJ
3658,E,N,F,J,ENFJ
3659,I,N,T,P,INTP
3660,E,N,F,P,ENFP
3661,I,S,F,J,ISFJ
3662,E,N,F,P,ENFP
3663,I,N,F,P,INFP
3664,I,S,T,P,ISTP
3665,E,N,T,P,ENTP
3666,I,N,T,J,INTJ
3667,I,N,T,J,INTJ
3668,I,N,F,P,INFP
3669,I,N,T,P,INTP
3670,I,N,F,P,INFP
3671,I,N,T,J,INTJ
3672,I,N,F,J,INFJ
3673,E,N,F,P,ENFP
3674,E,N,F,P,ENFP
3675,E,N,T,J,ENTJ
3676,E,N,F,P,ENFP
3677,E,N,F,P,ENFP
3678,I,N,F,P,INFP
3679,E,N,T,J,ENTJ
3680,E,N,T,P,ENTP
3681,E,S,T,P,ESTP
3682,I,N,T,P,INTP
3683,I,N,F,P,INFP
3684,I,S,F,P,ISFP
3685,I,N,F,P,INFP
3686,I,N,F,P,INFP
3687,I,N,F,P,INFP
3688,I,N,F,J,INFJ
3689,E,N,F,P,ENFP
3690,I,N,F,J,INFJ
3691,I,N,F,P,INFP
3692,I,N,T,P,INTP
3693,I,N,T,P,INTP
3694,E,N,F,P,ENFP
3695,I,N,T,J,INTJ
3696,I,S,T,P,ISTP
3697,I,N,T,P,INTP
3698,E,N,T,J,ENTJ
3699,I,N,F,J,INFJ
3700,E,N,F,P,ENFP
3701,I,S,F,J,ISFJ
3702,I,S,F,P,ISFP
3703,I,N,F,P,INFP
3704,I,N,T,P,INTP
3705,I,N,T,P,INTP
3706,I,N,F,P,INFP
3707,I,N,F,P,INFP
3708,I,S,F,P,ISFP
3709,I,S,T,J,ISTJ
3710,E,N,F,P,ENFP
3711,I,N,T,J,INTJ
3712,E,N,F,J,ENFJ
3713,I,N,T,P,INTP
3714,I,N,T,P,INTP
3715,I,S,F,P,ISFP
3716,I,N,F,J,INFJ
3717,I,N,F,P,INFP
3718,E,N,T,P,ENTP
3719,I,N,T,P,INTP
3720,I,N,T,P,INTP
3721,I,N,T,J,INTJ
3722,I,N,T,P,INTP
3723,I,N,F,P,INFP
3724,I,N,F,J,INFJ
3725,E,N,T,P,ENTP
3726,I,S,T,J,ISTJ
3727,I,N,F,J,INFJ
3728,I,N,T,J,INTJ
3729,I,N,T,J,INTJ
3730,I,N,T,P,INTP
3731,I,N,F,J,INFJ
3732,I,N,F,P,INFP
3733,E,N,T,P,ENTP
3734,I,N,F,P,INFP
3735,E,N,T,P,ENTP
3736,I,N,F,P,INFP
3737,I,S,T,J,ISTJ
3738,E,N,F,P,ENFP
3739,I,N,F,J,INFJ
3740,I,N,T,J,INTJ
3741,E,N,F,P,ENFP
3742,I,N,F,J,INFJ
3743,E,N,T,P,ENTP
3744,E,N,F,J,ENFJ
3745,I,S,T,J,ISTJ
3746,E,N,T,P,ENTP
3747,I,N,F,P,INFP
3748,I,N,F,J,INFJ
3749,I,N,T,P,INTP
3750,I,N,T,J,INTJ
3751,I,S,T,P,ISTP
3752,I,N,F,P,INFP
3753,E,S,F,P,ESFP
3754,I,N,T,P,INTP
3755,I,N,T,P,INTP
3756,I,N,F,P,INFP
3757,I,N,F,P,INFP
3758,E,N,T,P,ENTP
3759,I,N,T,P,INTP
3760,I,N,T,P,INTP
3761,E,N,T,P,ENTP
3762,E,N,T,J,ENTJ
3763,I,N,F,J,INFJ
3764,I,N,F,J,INFJ
3765,I,N,F,P,INFP
3766,E,N,T,J,ENTJ
3767,E,S,T,P,ESTP
3768,E,N,F,P,ENFP
3769,I,N,T,P,INTP
3770,I,N,T,J,INTJ
3771,I,N,F,P,INFP
3772,I,N,T,J,INTJ
3773,E,N,F,J,ENFJ
3774,E,N,F,P,ENFP
3775,I,N,F,J,INFJ
3776,I,N,F,J,INFJ
3777,E,N,F,J,ENFJ
3778,I,S,T,P,ISTP
3779,I,S,T,J,ISTJ
3780,I,N,T,P,INTP
3781,E,N,T,P,ENTP
3782,I,S,T,P,ISTP
3783,I,N,T,P,INTP
3784,I,N,T,J,INTJ
3785,I,N,T,P,INTP
3786,I,N,F,P,INFP
3787,I,N,T,J,INTJ
3788,I,N,T,P,INTP
3789,I,N,F,P,INFP
3790,E,N,F,P,ENFP
3791,I,N,T,P,INTP
3792,I,N,F,J,INFJ
3793,I,N,T,J,INTJ
3794,I,N,F,P,INFP
3795,E,N,T,P,ENTP
3796,I,N,T,P,INTP
3797,I,N,F,J,INFJ
3798,E,N,T,P,ENTP
3799,I,N,F,J,INFJ
3800,I,N,F,J,INFJ
3801,E,N,F,P,ENFP
3802,E,N,T,P,ENTP
3803,I,N,T,J,INTJ
3804,I,N,F,P,INFP
3805,I,N,T,P,INTP
3806,I,S,F,J,ISFJ
3807,I,N,F,P,INFP
3808,E,N,F,J,ENFJ
3809,I,N,T,J,INTJ
3810,I,N,F,J,INFJ
3811,I,N,F,J,INFJ
3812,E,S,F,P,ESFP
3813,I,N,T,P,INTP
3814,E,N,T,P,ENTP
3815,I,N,T,P,INTP
3816,I,S,T,P,ISTP
3817,I,N,F,P,INFP
3818,E,N,T,P,ENTP
3819,I,N,T,J,INTJ
3820,E,N,F,P,ENFP
3821,I,N,F,P,INFP
3822,I,N,F,P,INFP
3823,I,N,T,P,INTP
3824,E,S,T,J,ESTJ
3825,I,N,F,P,INFP
3826,E,N,F,P,ENFP
3827,I,N,F,P,INFP
3828,E,S,F,P,ESFP
3829,I,N,T,P,INTP
3830,E,N,F,P,ENFP
3831,I,N,F,P,INFP
3832,E,N,F,P,ENFP
3833,I,N,F,P,INFP
3834,E,N,F,P,ENFP
3835,I,N,F,P,INFP
3836,I,N,F,J,INFJ
3837,E,N,T,J,ENTJ
3838,I,N,T,J,INTJ
3839,I,N,T,J,INTJ
3840,I,N,T,P,INTP
3841,I,N,F,J,INFJ
3842,I,N,F,J,INFJ
3843,E,N,T,P,ENTP
3844,I,N,T,P,INTP
3845,I,N,F,J,INFJ
3846,I,N,F,J,INFJ
3847,I,N,F,J,INFJ
3848,I,N,F,P,INFP
3849,I,N,T,P,INTP
3850,I,N,T,J,INTJ
3851,I,N,T,P,INTP
3852,E,N,T,P,ENTP
3853,I,N,F,P,INFP
3854,E,N,T,P,ENTP
3855,I,S,F,J,ISFJ
3856,I,N,F,P,INFP
3857,I,N,T,P,INTP
3858,E,N,F,P,ENFP
3859,E,N,F,P,ENFP
3860,I,N,F,P,INFP
3861,E,N,T,P,ENTP
3862,I,N,T,J,INTJ
3863,I,N,T,P,INTP
3864,I,N,F,P,INFP
3865,E,N,F,J,ENFJ
3866,I,S,T,P,ISTP
3867,I,N,T,J,INTJ
3868,E,N,F,J,ENFJ
3869,I,N,T,J,INTJ
3870,I,S,F,J,ISFJ
3871,I,N,F,P,INFP
3872,I,N,F,J,INFJ
3873,I,S,F,P,ISFP
3874,I,S,T,J,ISTJ
3875,I,N,F,J,INFJ
3876,I,S,T,J,ISTJ
3877,I,N,T,J,INTJ
3878,I,N,T,P,INTP
3879,I,N,T,J,INTJ
3880,E,N,F,J,ENFJ
3881,I,N,F,P,INFP
3882,I,N,T,P,INTP
3883,E,N,F,P,ENFP
3884,I,S,T,J,ISTJ
3885,I,N,F,J,INFJ
3886,I,S,F,P,ISFP
3887,E,N,F,J,ENFJ
3888,I,S,T,P,ISTP
3889,I,N,T,J,INTJ
3890,E,N,T,J,ENTJ
3891,I,N,T,J,INTJ
3892,I,N,F,P,INFP
3893,I,N,F,P,INFP
3894,I,N,F,P,INFP
3895,I,N,F,P,INFP
3896,I,N,T,J,INTJ
3897,I,N,F,P,INFP
3898,I,N,F,J,INFJ
3899,I,N,F,P,INFP
3900,I,N,T,J,INTJ
3901,E,N,F,P,ENFP
3902,E,N,F,P,ENFP
3903,E,N,T,P,ENTP
3904,I,N,F,P,INFP
3905,I,N,F,J,INFJ
3906,I,N,F,P,INFP
3907,I,N,F,J,INFJ
3908,E,N,T,J,ENTJ
3909,I,N,T,J,INTJ
3910,I,N,F,P,INFP
3911,I,N,T,J,INTJ
3912,I,S,F,J,ISFJ
3913,I,N,T,P,INTP
3914,E,N,T,P,ENTP
3915,I,N,T,P,INTP
3916,I,S,F,P,ISFP
3917,E,N,T,P,ENTP
3918,I,S,T,P,ISTP
3919,E,N,T,P,ENTP
3920,E,N,F,J,ENFJ
3921,E,N,F,P,ENFP
3922,E,N,F,P,ENFP
3923,E,N,T,P,ENTP
3924,I,S,T,J,ISTJ
3925,E,N,T,J,ENTJ
3926,E,N,T,P,ENTP
3927,I,N,T,P,INTP
3928,I,N,F,P,INFP
3929,E,N,F,J,ENFJ
3930,I,N,F,J,INFJ
3931,I,N,F,P,INFP
3932,E,N,F,P,ENFP
3933,E,N,F,P,ENFP
3934,I,N,F,J,INFJ
3935,E,N,F,P,ENFP
3936,I,S,T,J,ISTJ
3937,I,N,F,J,INFJ
3938,I,S,T,P,ISTP
3939,E,S,F,J,ESFJ
3940,I,N,F,J,INFJ
3941,I,N,F,J,INFJ
3942,I,N,F,J,INFJ
3943,I,N,T,J,INTJ
3944,I,S,T,P,ISTP
3945,I,N,F,J,INFJ
3946,E,N,F,P,ENFP
3947,I,N,F,J,INFJ
3948,I,N,F,P,INFP
3949,E,N,F,P,ENFP
3950,I,N,F,P,INFP
3951,I,N,T,P,INTP
3952,I,N,F,P,INFP
3953,I,N,T,J,INTJ
3954,I,N,T,P,INTP
3955,I,S,F,P,ISFP
3956,I,S,F,J,ISFJ
3957,I,N,F,P,INFP
3958,I,N,F,J,INFJ
3959,I,N,T,J,INTJ
3960,I,N,F,P,INFP
3961,E,N,F,P,ENFP
3962,E,S,T,J,ESTJ
3963,I,S,F,J,ISFJ
3964,E,N,F,P,ENFP
3965,I,N,T,J,INTJ
3966,I,S,F,P,ISFP
3967,I,N,F,J,INFJ
3968,I,N,T,P,INTP
3969,E,N,T,J,ENTJ
3970,I,N,T,P,INTP
3971,I,S,F,J,ISFJ
3972,I,N,T,J,INTJ
3973,E,N,T,J,ENTJ
3974,I,N,F,P,INFP
3975,I,N,F,J,INFJ
3976,I,N,F,J,INFJ
3977,I,N,F,P,INFP
3978,I,N,T,J,INTJ
3979,I,N,F,J,INFJ
3980,I,N,F,P,INFP
3981,I,N,F,J,INFJ
3982,I,N,F,J,INFJ
3983,E,N,F,P,ENFP
3984,E,N,T,J,ENTJ
3985,I,N,T,P,INTP
3986,E,N,T,P,ENTP
3987,I,N,T,J,INTJ
3988,I,N,F,P,INFP
3989,I,N,T,P,INTP
3990,I,N,F,J,INFJ
3991,I,N,F,J,INFJ
3992,I,N,F,J,INFJ
3993,E,N,F,P,ENFP
3994,I,N,T,P,INTP
3995,I,S,T,P,ISTP
3996,I,N,T,J,INTJ
3997,I,S,T,P,ISTP
3998,I,N,T,J,INTJ
3999,I,N,T,J,INTJ
4000,I,N,F,P,INFP
4001,E,S,F,P,ESFP
4002,I,N,T,P,INTP
4003,E,S,T,P,ESTP
4004,I,N,T,J,INTJ
4005,I,N,T,J,INTJ
4006,I,N,F,P,INFP
4007,I,N,F,J,INFJ
4008,I,N,F,P,INFP
4009,I,N,F,P,INFP
4010,I,N,T,P,INTP
4011,I,S,T,J,ISTJ
4012,E,N,T,P,ENTP
4013,E,N,T,P,ENTP
4014,I,N,F,P,INFP
4015,E,N,T,P,ENTP
4016,I,S,T,J,ISTJ
4017,I,N,T,P,INTP
4018,I,N,F,J,INFJ
4019,E,S,F,J,ESFJ
4020,I,N,T,J,INTJ
4021,I,N,T,P,INTP
4022,E,N,F,P,ENFP
4023,I,N,F,P,INFP
4024,I,N,T,P,INTP
4025,I,N,T,P,INTP
4026,I,N,T,P,INTP
4027,E,N,T,P,ENTP
4028,I,N,F,J,INFJ
4029,E,N,F,P,ENFP
4030,I,N,F,P,INFP
4031,I,N,F,J,INFJ
4032,I,N,F,P,INFP
4033,E,N,T,J,ENTJ
4034,I,N,F,P,INFP
4035,E,N,T,P,ENTP
4036,I,S,T,P,ISTP
4037,I,N,F,P,INFP
4038,E,N,T,P,ENTP
4039,I,N,F,P,INFP
4040,E,N,F,P,ENFP
4041,I,S,F,P,ISFP
4042,E,N,F,P,ENFP
4043,I,N,F,P,INFP
4044,E,N,F,P,ENFP
4045,I,N,F,P,INFP
4046,I,N,F,P,INFP
4047,E,N,F,P,ENFP
4048,I,S,T,J,ISTJ
4049,I,S,F,J,ISFJ
4050,I,N,T,J,INTJ
4051,I,N,T,J,INTJ
4052,I,N,F,P,INFP
4053,E,N,T,P,ENTP
4054,I,N,T,P,INTP
4055,I,N,F,P,INFP
4056,I,N,T,J,INTJ
4057,E,N,F,J,ENFJ
4058,I,N,T,P,INTP
4059,I,S,F,P,ISFP
4060,I,S,T,J,ISTJ
4061,E,N,F,P,ENFP
4062,E,S,T,J,ESTJ
4063,I,N,F,J,INFJ
4064,I,N,F,P,INFP
4065,I,N,F,J,INFJ
4066,I,N,T,P,INTP
4067,I,S,T,J,ISTJ
4068,I,N,T,P,INTP
4069,E,N,T,P,ENTP
4070,I,N,T,P,INTP
4071,I,N,F,J,INFJ
4072,E,N,F,P,ENFP
4073,I,N,F,J,INFJ
4074,I,N,F,P,INFP
4075,E,N,T,J,ENTJ
4076,I,N,T,P,INTP
4077,E,N,T,P,ENTP
4078,E,N,T,P,ENTP
4079,I,N,T,P,INTP
4080,I,N,F,J,INFJ
4081,I,S,T,P,ISTP
4082,I,N,F,J,INFJ
4083,I,N,F,P,INFP
4084,E,N,F,P,ENFP
4085,I,N,F,P,INFP
4086,I,N,F,P,INFP
4087,I,N,T,P,INTP
4088,I,N,T,J,INTJ
4089,I,N,T,P,INTP
4090,I,N,F,P,INFP
4091,I,N,F,J,INFJ
4092,I,N,F,P,INFP
4093,I,N,T,P,INTP
4094,I,S,F,P,ISFP
4095,I,N,F,J,INFJ
4096,E,N,F,P,ENFP
4097,I,N,F,J,INFJ
4098,I,N,T,P,INTP
4099,E,N,F,P,ENFP
4100,I,N,T,J,INTJ
4101,E,N,F,P,ENFP
4102,I,N,F,P,INFP
4103,I,N,F,P,INFP
4104,I,N,F,P,INFP
4105,I,S,T,J,ISTJ
4106,I,N,F,J,INFJ
4107,I,S,T,P,ISTP
4108,I,N,F,J,INFJ
4109,I,N,F,P,INFP
4110,I,N,T,J,INTJ
4111,I,N,F,J,INFJ
4112,E,N,T,J,ENTJ
4113,I,S,F,P,ISFP
4114,I,N,T,P,INTP
4115,I,S,F,J,ISFJ
4116,I,N,T,J,INTJ
4117,E,S,T,J,ESTJ
4118,I,N,F,J,INFJ
4119,I,N,F,J,INFJ
4120,I,N,F,J,INFJ
4121,I,N,T,P,INTP
4122,I,N,T,P,INTP
4123,I,S,T,J,ISTJ
4124,I,N,T,P,INTP
4125,I,N,T,P,INTP
4126,I,N,F,J,INFJ
4127,I,S,T,J,ISTJ
4128,E,N,T,P,ENTP
4129,E,S,T,J,ESTJ
4130,E,N,F,P,ENFP
4131,I,S,F,J,ISFJ
4132,E,N,F,P,ENFP
4133,E,N,T,P,ENTP
4134,I,N,F,J,INFJ
4135,E,N,T,P,ENTP
4136,I,N,T,J,INTJ
4137,I,N,F,P,INFP
4138,I,N,F,P,INFP
4139,I,N,F,J,INFJ
4140,I,N,T,P,INTP
4141,E,N,T,P,ENTP
4142,I,N,T,J,INTJ
4143,I,N,F,J,INFJ
4144,I,N,T,J,INTJ
4145,I,N,T,P,INTP
4146,I,N,F,J,INFJ
4147,I,N,T,P,INTP
4148,E,S,T,J,ESTJ
4149,E,N,F,J,ENFJ
4150,I,N,F,J,INFJ
4151,I,N,T,P,INTP
4152,E,N,T,J,ENTJ
4153,I,N,F,P,INFP
4154,I,N,F,P,INFP
4155,I,N,T,P,INTP
4156,I,N,F,P,INFP
4157,I,S,F,J,ISFJ
4158,I,N,F,J,INFJ
4159,I,N,F,P,INFP
4160,I,N,T,J,INTJ
4161,I,N,T,J,INTJ
4162,E,N,F,J,ENFJ
4163,I,N,F,J,INFJ
4164,E,N,F,P,ENFP
4165,E,S,T,P,ESTP
4166,I,N,F,J,INFJ
4167,E,N,F,J,ENFJ
4168,E,N,T,P,ENTP
4169,I,N,F,J,INFJ
4170,I,N,F,P,INFP
4171,E,N,T,P,ENTP
4172,E,N,T,P,ENTP
4173,E,N,F,J,ENFJ
4174,I,N,T,P,INTP
4175,I,N,T,J,INTJ
4176,I,N,F,P,INFP
4177,E,N,T,P,ENTP
4178,I,N,F,P,INFP
4179,I,N,F,P,INFP
4180,I,N,T,P,INTP
4181,E,N,T,P,ENTP
4182,E,S,T,J,ESTJ
4183,E,N,F,P,ENFP
4184,I,N,T,P,INTP
4185,I,N,F,P,INFP
4186,E,N,T,J,ENTJ
4187,I,N,T,P,INTP
4188,I,N,F,P,INFP
4189,I,N,F,J,INFJ
4190,I,N,F,J,INFJ
4191,E,S,T,J,ESTJ
4192,I,N,F,P,INFP
4193,I,N,T,J,INTJ
4194,I,S,T,J,ISTJ
4195,E,N,F,P,ENFP
4196,I,S,F,J,ISFJ
4197,I,N,F,J,INFJ
4198,I,N,T,P,INTP
4199,I,N,T,P,INTP
4200,I,N,F,P,INFP
4201,I,N,T,P,INTP
4202,I,N,T,P,INTP
4203,E,N,F,P,ENFP
4204,I,N,T,P,INTP
4205,I,N,T,P,INTP
4206,E,N,F,J,ENFJ
4207,I,N,T,P,INTP
4208,E,N,F,J,ENFJ
4209,E,N,T,P,ENTP
4210,E,N,F,P,ENFP
4211,I,N,T,P,INTP
4212,I,N,T,P,INTP
4213,I,N,F,P,INFP
4214,I,S,F,P,ISFP
4215,I,N,F,J,INFJ
4216,I,N,F,J,INFJ
4217,I,N,F,P,INFP
4218,I,N,F,P,INFP
4219,I,N,F,P,INFP
4220,I,N,F,J,INFJ
4221,I,N,T,P,INTP
4222,I,N,F,P,INFP
4223,I,N,T,P,INTP
4224,I,N,F,J,INFJ
4225,I,N,T,J,INTJ
4226,E,N,T,P,ENTP
4227,I,N,T,J,INTJ
4228,I,N,F,J,INFJ
4229,E,S,T,P,ESTP
4230,I,N,T,P,INTP
4231,I,N,T,P,INTP
4232,I,N,F,P,INFP
4233,I,S,T,P,ISTP
4234,E,N,F,J,ENFJ
4235,I,N,F,J,INFJ
4236,E,N,F,J,ENFJ
4237,I,N,F,J,INFJ
4238,I,N,F,P,INFP
4239,I,N,T,P,INTP
4240,I,N,F,P,INFP
4241,I,N,F,P,INFP
4242,I,N,F,J,INFJ
4243,I,N,T,P,INTP
4244,I,N,F,J,INFJ
4245,E,N,F,P,ENFP
4246,I,S,T,J,ISTJ
4247,E,N,F,P,ENFP
4248,I,N,F,P,INFP
4249,I,S,T,J,ISTJ
4250,E,N,T,P,ENTP
4251,I,N,F,J,INFJ
4252,E,N,T,J,ENTJ
4253,E,N,F,P,ENFP
4254,I,N,T,P,INTP
4255,E,N,T,P,ENTP
4256,I,S,F,P,ISFP
4257,I,N,F,P,INFP
4258,I,N,F,P,INFP
4259,I,N,F,P,INFP
4260,E,N,T,P,ENTP
4261,I,N,T,J,INTJ
4262,I,N,F,P,INFP
4263,E,N,F,P,ENFP
4264,I,N,F,J,INFJ
4265,I,S,T,P,ISTP
4266,I,N,F,P,INFP
4267,I,N,F,J,INFJ
4268,I,N,F,P,INFP
4269,E,N,T,J,ENTJ
4270,I,N,T,P,INTP
4271,I,N,F,J,INFJ
4272,I,N,F,P,INFP
4273,I,N,F,P,INFP
4274,I,N,F,P,INFP
4275,I,N,T,P,INTP
4276,I,N,F,J,INFJ
4277,E,S,F,J,ESFJ
4278,E,N,F,P,ENFP
4279,E,N,F,J,ENFJ
4280,I,N,F,P,INFP
4281,I,N,T,J,INTJ
4282,E,N,T,P,ENTP
4283,I,S,F,P,ISFP
4284,I,N,F,P,INFP
4285,I,N,F,J,INFJ
4286,I,N,T,J,INTJ
4287,I,N,F,P,INFP
4288,I,N,T,P,INTP
4289,I,N,F,P,INFP
4290,I,N,F,P,INFP
4291,I,N,F,J,INFJ
4292,I,N,F,J,INFJ
4293,I,N,T,J,INTJ
4294,E,N,T,J,ENTJ
4295,E,S,F,J,ESFJ
4296,I,N,T,J,INTJ
4297,I,N,T,P,INTP
4298,I,N,T,P,INTP
4299,I,N,T,P,INTP
4300,E,N,F,P,ENFP
4301,E,N,T,P,ENTP
4302,I,N,T,P,INTP
4303,I,S,F,J,ISFJ
4304,E,N,T,P,ENTP
4305,I,N,T,P,INTP
4306,E,N,T,J,ENTJ
4307,I,N,T,J,INTJ
4308,E,N,F,P,ENFP
4309,I,N,T,P,INTP
4310,I,N,F,P,INFP
4311,I,N,T,P,INTP
4312,E,N,T,P,ENTP
4313,I,N,F,J,INFJ
4314,I,N,T,P,INTP
4315,I,N,F,J,INFJ
4316,I,S,F,P,ISFP
4317,E,N,T,P,ENTP
4318,I,N,F,P,INFP
4319,I,N,T,P,INTP
4320,I,N,F,P,INFP
4321,I,N,F,P,INFP
4322,I,N,T,J,INTJ
4323,I,N,T,J,INTJ
4324,I,N,T,P,INTP
4325,I,N,T,P,INTP
4326,I,N,F,J,INFJ
4327,I,N,T,P,INTP
4328,I,S,T,P,ISTP
4329,I,N,T,J,INTJ
4330,I,S,F,P,ISFP
4331,I,N,T,J,INTJ
4332,I,N,T,P,INTP
4333,I,N,F,J,INFJ
4334,E,N,F,P,ENFP
4335,I,N,T,J,INTJ
4336,I,S,T,P,ISTP
4337,I,N,F,J,INFJ
4338,E,N,F,P,ENFP
4339,E,N,F,P,ENFP
4340,I,N,F,P,INFP
4341,E,N,F,P,ENFP
4342,I,N,F,P,INFP
4343,I,N,F,J,INFJ
4344,E,N,T,P,ENTP
4345,I,N,T,J,INTJ
4346,E,N,T,P,ENTP
4347,E,N,F,P,ENFP
4348,I,N,T,P,INTP
4349,I,N,F,P,INFP
4350,I,N,F,J,INFJ
4351,E,N,F,P,ENFP
4352,I,N,F,J,INFJ
4353,I,N,F,P,INFP
4354,I,N,F,P,INFP
4355,I,S,F,P,ISFP
4356,I,N,T,J,INTJ
4357,I,N,T,P,INTP
4358,I,N,F,P,INFP
4359,I,S,F,J,ISFJ
4360,I,N,F,P,INFP
4361,I,N,F,J,INFJ
4362,I,N,F,J,INFJ
4363,E,N,F,P,ENFP
4364,I,N,F,J,INFJ
4365,E,S,F,J,ESFJ
4366,I,N,T,J,INTJ
4367,I,N,F,J,INFJ
4368,I,N,F,J,INFJ
4369,I,N,F,P,INFP
4370,I,N,T,J,INTJ
4371,I,S,F,P,ISFP
4372,I,N,T,P,INTP
4373,I,N,F,P,INFP
4374,I,N,F,P,INFP
4375,I,N,T,J,INTJ
4376,E,N,F,J,ENFJ
4377,I,N,F,J,INFJ
4378,E,S,F,J,ESFJ
4379,I,N,F,P,INFP
4380,E,N,T,J,ENTJ
4381,I,N,F,P,INFP
4382,I,N,F,P,INFP
4383,I,N,F,P,INFP
4384,E,N,T,P,ENTP
4385,I,N,F,P,INFP
4386,I,N,F,J,INFJ
4387,I,N,T,P,INTP
4388,I,S,F,P,ISFP
4389,I,N,T,J,INTJ
4390,I,N,F,J,INFJ
4391,I,S,F,P,ISFP
4392,I,N,F,J,INFJ
4393,I,N,F,J,INFJ
4394,I,N,F,P,INFP
4395,I,N,F,P,INFP
4396,E,N,T,J,ENTJ
4397,I,N,T,P,INTP
4398,E,N,F,P,ENFP
4399,E,N,F,P,ENFP
4400,I,N,F,J,INFJ
4401,E,N,F,P,ENFP
4402,I,N,F,J,INFJ
4403,E,N,F,P,ENFP
4404,E,N,F,P,ENFP
4405,I,N,T,J,INTJ
4406,E,N,T,P,ENTP
4407,I,N,F,J,INFJ
4408,I,N,F,J,INFJ
4409,E,N,F,J,ENFJ
4410,I,N,F,J,INFJ
4411,I,N,F,J,INFJ
4412,I,N,F,J,INFJ
4413,I,N,F,J,INFJ
4414,I,N,T,J,INTJ
4415,I,N,T,P,INTP
4416,E,N,T,P,ENTP
4417,I,N,F,P,INFP
4418,I,N,T,J,INTJ
4419,I,S,T,P,ISTP
4420,I,N,F,P,INFP
4421,I,N,F,J,INFJ
4422,E,N,F,P,ENFP
4423,E,N,T,J,ENTJ
4424,I,N,T,J,INTJ
4425,I,N,F,P,INFP
4426,E,N,T,P,ENTP
4427,I,S,T,P,ISTP
4428,I,N,F,P,INFP
4429,E,N,F,P,ENFP
4430,I,S,F,P,ISFP
4431,I,S,F,P,ISFP
4432,I,N,T,P,INTP
4433,E,N,T,P,ENTP
4434,I,N,F,P,INFP
4435,I,N,F,J,INFJ
4436,I,N,F,J,INFJ
4437,I,N,T,P,INTP
4438,I,N,F,J,INFJ
4439,I,N,T,P,INTP
4440,I,N,F,P,INFP
4441,I,N,F,P,INFP
4442,I,N,T,P,INTP
4443,I,N,F,J,INFJ
4444,E,N,F,P,ENFP
4445,I,N,F,J,INFJ
4446,I,N,F,P,INFP
4447,I,N,F,J,INFJ
4448,I,N,F,P,INFP
4449,I,N,F,J,INFJ
4450,I,N,T,P,INTP
4451,I,S,F,P,ISFP
4452,I,N,T,P,INTP
4453,I,N,T,P,INTP
4454,I,S,T,P,ISTP
4455,I,N,F,P,INFP
4456,E,N,F,P,ENFP
4457,I,N,F,J,INFJ
4458,I,N,F,P,INFP
4459,E,N,T,P,ENTP
4460,E,N,T,J,ENTJ
4461,E,N,F,P,ENFP
4462,I,N,F,P,INFP
4463,I,N,F,J,INFJ
4464,I,S,T,P,ISTP
4465,I,N,F,P,INFP
4466,I,N,F,P,INFP
4467,I,N,F,P,INFP
4468,I,N,F,J,INFJ
4469,I,N,T,P,INTP
4470,I,N,F,J,INFJ
4471,I,N,T,P,INTP
4472,I,N,F,P,INFP
4473,I,N,F,J,INFJ
4474,E,N,F,P,ENFP
4475,I,N,F,J,INFJ
4476,I,N,F,P,INFP
4477,I,S,F,P,ISFP
4478,I,N,T,P,INTP
4479,I,N,F,P,INFP
4480,I,N,F,J,INFJ
4481,I,N,F,J,INFJ
4482,E,N,F,P,ENFP
4483,I,N,F,J,INFJ
4484,I,N,F,P,INFP
4485,I,N,F,P,INFP
4486,I,N,F,J,INFJ
4487,E,N,T,P,ENTP
4488,I,N,F,P,INFP
4489,I,N,F,P,INFP
4490,I,N,T,J,INTJ
4491,E,N,F,P,ENFP
4492,E,N,T,P,ENTP
4493,E,N,F,P,ENFP
4494,E,N,F,P,ENFP
4495,I,N,F,J,INFJ
4496,I,N,T,P,INTP
4497,I,N,F,P,INFP
4498,I,S,F,J,ISFJ
4499,I,N,T,J,INTJ
4500,I,N,F,P,INFP
